country,year,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
"Afghanistan",2008,28.65414,2.460844,33.22993,2.543311,,,,
"Afghanistan",2009,29.11259,2.273496,33.74724,2.326763,,,,
"Afghanistan",2010,29.57103,2.258196,34.26455,2.255182,,,,
"Afghanistan",2011,30.02948,2.41821,34.78185,2.341897,,,,
"Afghanistan",2012,30.48792,2.722803,35.29915,2.570941,,,,
"Albania",1996,28.64545,2.420851,40.02182,4.552957,,,,
"Albania",1997,28.47803,2.335067,39.61523,4.38029,,,,
"Albania",1998,28.78232,2.175002,39.96821,4.3626,,,,
"Albania",1999,29.08662,2.070592,40.32119,4.45445,,,,
"Albania",2000,29.39091,2.03044,40.67417,4.64935,,,,
"Albania",2001,29.6952,2.058311,41.02715,4.935108,,,,
"Albania",2002,29.99949,2.151562,41.38013,5.29704,,,,
"Albania",2003,30.32506,2.07587,41.91879,5.131471,,,,
"Albania",2004,30.65062,2.096543,42.45744,5.150528,,,,
"Albania",2005,31.44915,2.346504,43.37318,5.424544,,,,
"Albania",2006,33.75247,2.170941,44.65943,5.345602,,,,
"Albania",2007,36.05579,2.222741,45.94569,5.872869,,,,
"Albania",2008,38.3591,2.487742,47.23195,6.86812,,,,
"Algeria",1988,32.71164,1.543841,38.00256,2.173098,,,,
"Algeria",1989,32.21531,1.45454,37.45129,2.000158,,,,
"Algeria",1990,31.71897,1.39259,36.90001,1.865578,,,,
"Algeria",1991,31.22263,1.361728,36.34872,1.778089,,,,
"Algeria",1992,30.72629,1.364068,35.79745,1.74479,,,,
"Algeria",1993,30.22995,1.399441,35.24617,1.768743,,,,
"Algeria",1994,29.73362,1.465459,34.69489,1.847725,,,,
"Algeria",1995,29.23728,1.55823,34.14361,1.975143,,,,
"Algeria",1996,30.49833,1.642749,35.44495,1.90263,,,,
"Algeria",1997,31.75938,1.828209,36.74629,1.980043,,,,
"Algeria",1998,33.02044,2.087883,38.04763,2.191552,,,,
"Algeria",1999,34.28149,2.397779,39.34898,2.503395,,,,
"Algeria",2000,35.54254,2.740916,40.65032,2.883198,,,,
"Algeria",2001,35.26909,2.484371,40.37683,2.646416,,,,
"Algeria",2002,34.99564,2.334414,40.10334,2.53442,,,,
"Algeria",2003,34.72219,2.311881,39.82986,2.563615,,,,
"Algeria",2004,34.44875,2.420332,39.55637,2.729475,,,,
"Algeria",2005,34.1753,2.643696,39.28288,3.009489,,,,
"Andorra",2001,27.9596,1.438152,45.01498,4.272529,,,,
"Andorra",2002,28.00332,1.373489,45.07572,4.357298,,,,
"Andorra",2003,27.98887,1.449292,45.02125,4.356612,,,,
"Angola",1995,40.09052,2.887988,45.33076,3.77562,,,,
"Angola",1996,43.7557,2.824264,49.60927,3.75749,,,,
"Angola",1997,47.42088,2.952528,53.88778,3.951544,,,,
"Angola",1998,51.08606,3.250132,58.16629,4.329344,,,,
"Angola",1999,54.75124,3.676175,62.44479,4.848122,,,,
"Angola",2000,58.41642,4.191675,66.7233,5.467897,,,,
"Angola",2001,58.40314,3.864804,66.69314,5.067167,,,,
"Angola",2002,58.38986,3.699208,66.66298,4.861645,,,,
"Angola",2003,58.37658,3.716505,66.63282,4.876078,,,,
"Angola",2004,58.36329,3.914272,66.60266,5.108602,,,,
"Angola",2005,58.35001,4.267493,66.57249,5.531782,,,,
"Angola",2006,53.61163,3.450078,61.53508,4.360245,,,,
"Angola",2007,48.87324,2.823584,56.49766,3.464166,,,,
"Angola",2008,44.13485,2.533821,51.46024,3.093014,,,,
"Angola",2009,45.806,2.341341,53.71568,2.799754,,,,
"Anguilla",2002,32.91092,1.728252,35.00035,2.045968,,,,
"Anguilla",2003,34.35118,1.599228,36.47456,1.908568,,,,
"Anguilla",2004,35.79144,1.525385,37.94877,1.835652,,,,
"Anguilla",2005,37.2317,1.514813,39.42298,1.834922,,,,
"Anguilla",2006,38.67196,1.568794,40.89719,1.906462,,,,
"Anguilla",2007,40.11222,1.681118,42.3714,2.042691,,,,
"Anguilla",2008,41.55249,1.84114,43.84561,2.231797,,,,
"Argentina",1961,39.18695,1.059792,41.80041,1.378223,,,,
"Argentina",1963,36.69649,.9649448,39.06039,1.390105,,,,
"Argentina",1965,34.8364,.9702103,37.04364,1.411933,,,,
"Argentina",1969,36.14177,1.166263,38.95889,1.421071,,,,
"Argentina",1970,35.457,1.100794,38.10384,1.330015,,,,
"Argentina",1972,33.89734,1.125662,36.05853,1.520627,,,,
"Argentina",1974,32.73329,.9620157,35.39355,1.586711,,,,
"Argentina",1975,33.82352,.989765,37.1158,1.657282,,,,
"Argentina",1976,35.01013,1.003061,37.745,1.599441,,,,
"Argentina",1977,37.08484,1.057529,39.67693,1.750891,,,,
"Argentina",1978,38.18848,1.065688,40.38313,1.618912,,,,
"Argentina",1979,39.05363,1.041351,41.35581,1.634082,,,,
"Argentina",1980,38.81318,1.019022,41.29813,1.427024,,,,
"Argentina",1981,39.01263,1.05698,41.57261,1.393607,,,,
"Argentina",1982,38.68246,1.074647,41.0365,1.407134,,,,
"Argentina",1983,39.05351,1.085716,41.05791,1.423111,,,,
"Argentina",1985,39.62979,.8517869,41.89406,1.348176,5.356593,1.992725,2.264272,.8802868
"Argentina",1986,40.68172,.7901849,43.19238,1.229749,5.77752,1.674826,2.510654,.7753751
"Argentina",1987,41.69507,.7297949,44.18623,1.206053,5.606915,1.397333,2.491157,.6717086
"Argentina",1988,42.34513,.855915,44.88565,1.24428,5.632135,1.443005,2.540514,.6954758
"Argentina",1989,42.92966,.8755043,45.77275,1.373191,6.174705,1.623887,2.843092,.8016078
"Argentina",1990,42.5603,.9679357,45.3763,1.448751,6.16716,1.708756,2.816002,.8364453
"Argentina",1991,42.43073,.9661664,45.58052,1.510931,6.866584,1.785545,3.149799,.8903821
"Argentina",1992,42.09716,.9036916,45.05843,1.408926,6.533962,1.637401,2.961272,.8063759
"Argentina",1993,42.35882,.8567762,45.25609,1.347115,6.367013,1.557765,2.89727,.7734787
"Argentina",1994,42.65155,.7426355,45.29198,1.189378,5.801576,1.391504,2.640426,.6814378
"Argentina",1995,43.28407,.6771037,45.66252,1.232754,5.173091,1.574213,2.378447,.777475
"Argentina",1996,43.9291,.706081,46.58971,1.550366,5.648772,2.050076,2.66061,1.02834
"Argentina",1997,44.61658,.6680757,46.47456,1.798008,3.900904,2.636875,1.857975,1.275661
"Argentina",1998,45.23239,.7864121,46.95474,2.260995,3.507704,3.509228,1.722351,1.68123
"Argentina",1999,45.92696,.7929057,46.07212,2.176443,.1564919,3.522,.1451641,1.574804
"Argentina",2000,46.82338,.8961871,46.53215,2.196652,-.7758065,3.373235,-.2912319,1.533237
"Argentina",2001,47.33039,.9496502,46.54725,1.928009,-1.788722,2.827711,-.7831364,1.269762
"Argentina",2002,47.54246,.9728316,47.4483,1.882644,-.2919753,2.683858,-.0941574,1.267493
"Argentina",2003,46.86086,.9307155,47.87996,1.669725,2.063836,2.185078,1.019097,1.073107
"Argentina",2004,46.03368,.8916244,47.74299,1.538217,3.524994,2.124786,1.709308,1.054976
"Argentina",2005,44.42236,.8307384,46.77821,1.314707,4.999373,1.735451,2.35585,.8545674
"Argentina",2006,43.27175,.8219855,45.6868,1.155957,5.261131,1.488008,2.415051,.7184622
"Argentina",2007,42.14605,.7955916,44.68936,1.071251,5.669624,1.444938,2.543308,.6799961
"Argentina",2008,41.56997,.7611618,44.28418,.9960693,6.113186,1.216453,2.714209,.5739449
"Argentina",2009,41.21443,.7183034,44.17646,.9438369,6.6909,1.140268,2.962026,.5371389
"Argentina",2010,40.76936,.6551799,44.01091,.9517499,7.348664,1.147411,3.241544,.5531955
"Argentina",2011,40.14459,.6979945,43.49995,.9002737,7.700935,1.125074,3.355362,.5291715
"Argentina",2012,39.55465,.6922915,42.97464,.9430645,7.942146,1.224704,3.419996,.5801292
"Argentina",2013,38.89807,.851652,42.24611,.9328732,7.912757,1.498937,3.348037,.6658806
"Armenia",1986,24.1677,1.610589,29.38511,2.493857,,,,
"Armenia",1987,23.87164,1.329318,29.24111,2.145123,,,,
"Armenia",1988,23.57559,1.102127,29.09711,1.881109,,,,
"Armenia",1989,22.38745,1.254777,27.78439,1.947555,,,,
"Armenia",1990,22.89968,1.201951,28.68653,2.00243,,,,
"Armenia",1991,27.47847,2.049473,32.75368,2.257884,,,,
"Armenia",1992,32.12101,3.295794,37.64561,3.38514,,,,
"Armenia",1993,31.36817,2.794436,36.84633,2.772395,14.85802,4.403799,5.47816,1.629056
"Armenia",1994,34.01322,2.688023,40.97141,3.16642,16.90236,3.90192,6.958188,1.810609
"Armenia",1995,35.54187,2.872351,42.99555,3.490302,17.22338,4.207848,7.453679,2.061948
"Armenia",1996,38.45969,2.539525,49.17178,4.556649,21.46277,4.913183,10.71209,3.16979
"Armenia",1997,39.09365,2.635471,50.91722,5.393012,22.80589,4.875616,11.82357,3.514288
"Armenia",1998,39.72762,2.855974,52.66268,6.56473,23.91756,6.108835,12.93505,4.557621
"Armenia",1999,36.76297,2.866757,49.16187,6.623098,24.44966,6.844295,12.3989,4.664782
"Armenia",2000,38.46099,2.81673,49.1445,7.472381,20.49215,9.242121,10.68351,5.620906
"Armenia",2001,37.70669,2.398276,46.29684,6.034864,17.67355,7.640029,8.590157,4.335961
"Armenia",2002,39.53822,2.13304,46.88343,6.036169,14.65811,8.603724,7.34521,4.525714
"Armenia",2003,39.76054,1.879007,46.40755,5.025321,13.65792,6.685335,6.647016,3.642852
"Armenia",2004,40.06342,1.776697,49.07186,5.299217,17.68763,6.652235,9.008434,3.965482
"Armenia",2005,39.80514,1.720946,48.38829,5.145916,17.08512,6.58083,8.58315,3.843165
"Armenia",2006,37.75938,1.654309,47.75998,5.154722,20.25753,6.807487,10.00061,3.923434
"Armenia",2007,36.95482,1.584023,45.2588,4.973788,17.61514,7.123836,8.303973,3.761388
"Armenia",2008,35.5581,1.517514,44.0131,4.692904,18.53549,6.79469,8.454994,3.561334
"Armenia",2009,35.49273,1.424514,43.98803,4.50885,18.69448,6.42148,8.495291,3.463015
"Armenia",2010,34.81309,1.437765,43.68681,3.549516,19.98594,4.511405,8.873713,2.503942
"Armenia",2011,35.05068,1.350033,43.95808,3.336279,19.97272,4.305622,8.907394,2.374636
"Armenia",2012,34.93086,1.526167,43.41939,3.084327,19.31389,4.14504,8.488525,2.243329
"Australia",1967,26.40219,.9200209,36.25021,1.50134,,,,
"Australia",1968,26.48539,.9265497,33.85791,1.34028,,,,
"Australia",1969,24.85174,.924211,33.87638,1.312786,,,,
"Australia",1974,18.43547,.7873449,26.30128,1.014001,,,,
"Australia",1975,18.40985,.7780672,26.33115,.9968802,30.07035,1.913954,7.921302,.6283743
"Australia",1976,21.06652,.8569686,30.31063,1.091813,30.49277,1.598162,9.244112,.6104609
"Australia",1978,25.11076,1.004915,36.4585,1.33829,31.11212,1.744709,11.34775,.8214421
"Australia",1979,26.66616,.8195233,38.72283,1.154724,31.11659,1.717749,12.05667,.8642485
"Australia",1981,28.09512,.2045791,40.39906,.2928402,30.45396,.5385974,12.30394,.2751991
"Australia",1982,28.47918,.4828971,40.40292,.8908804,29.49318,1.297933,11.92373,.7274284
"Australia",1984,28.80443,.400482,39.2235,.7004529,26.5528,.9362301,10.41908,.5060818
"Australia",1985,29.25181,.3598776,43.59878,.5076752,32.90323,.7449306,14.34697,.4221372
"Australia",1986,29.14007,.317922,37.65995,.5063739,22.61786,.6792395,8.519887,.3363695
"Australia",1987,29.41263,.2944348,39.30281,.4485827,25.16141,.477299,9.890176,.2615008
"Australia",1988,29.6852,.2852088,40.94567,.4175324,27.49919,.4498481,11.26047,.2527654
"Australia",1989,30.22322,.234775,43.65728,.2605891,30.77071,.499491,13.43406,.2554761
"Australia",1990,29.90119,.2666843,43.90465,.5276142,31.89027,.6123,14.00347,.4024699
"Australia",1991,30.31899,.3277593,44.96748,.4359753,32.57493,.4651292,14.64849,.2736405
"Australia",1992,30.73679,.4207762,46.03031,.3616204,33.22648,.5907277,15.29352,.2563226
"Australia",1993,31.15459,.5291498,47.09314,.3169566,33.84727,.8541246,15.93855,.366672
"Australia",1994,30.915,.4016573,47.25955,.3996817,34.58537,.5682143,16.34455,.282786
"Australia",1995,30.87029,.3988878,47.64315,.5546847,35.20183,.754796,16.77286,.4707902
"Australia",1996,30.48245,.2844006,47.24905,.5431417,35.48267,.4371052,16.7666,.3549033
"Australia",1997,30.21433,.242676,46.9879,.628791,35.69167,.547965,16.77357,.4587619
"Australia",1998,30.7785,.2217206,47.9819,.6378386,35.84759,.5562789,17.2034,.4784641
"Australia",1999,31.16467,.2269233,48.51863,.5998099,35.76273,.4740074,17.35397,.4268155
"Australia",2000,31.55083,.2417277,49.05537,.5863699,35.67876,.4798136,17.50453,.4201726
"Australia",2001,31.71268,.4600594,49.13916,.5911046,35.4602,.8388303,17.42648,.5213715
"Australia",2002,31.45347,.3008649,48.38914,.4734177,34.99735,.4294589,16.93567,.3099999
"Australia",2003,31.36023,.3056633,47.83747,.4233885,34.44199,.605763,16.47725,.375544
"Australia",2004,31.08152,.2458208,47.024,.5470567,33.89882,.4686533,15.94248,.3782217
"Australia",2005,30.93729,.2523757,46.44559,.6699008,33.3824,.6546772,15.5083,.5049415
"Australia",2006,31.48128,.2867604,46.4336,.6907111,32.19331,.6960179,14.95232,.5174207
"Australia",2007,32.43895,.3589748,46.95037,.5691221,30.90472,.5831222,14.51143,.3885269
"Australia",2008,33.39662,.4616383,47.46715,.5533854,29.63997,.8119397,14.07053,.4603647
"Australia",2009,33.22675,.362056,47.65853,.3890574,30.28132,.543856,14.43178,.2923294
"Australia",2010,33.05689,.3512902,47.8499,.3753703,30.91405,.6647536,14.79302,.3675261
"Australia",2011,32.16488,.482326,47.41868,.7191989,32.16349,.8010409,15.2538,.5212774
"Australia",2012,31.27287,.6814299,46.98746,1.202124,33.42498,1.33636,15.71459,.9239307
"Australia",2013,31.52782,.7560427,47.09281,1.3514,33.02759,1.467519,15.56499,1.025419
"Australia",2014,31.78277,.8611239,47.19816,1.544158,32.62699,1.764053,15.41539,1.212486
"Austria",1983,25.86237,1.142604,31.45248,1.505149,17.66898,3.8703,5.590104,1.395474
"Austria",1987,22.73298,.2494315,33.32372,2.287816,31.48886,4.372478,10.59074,2.164374
"Austria",1988,23.40903,.2700457,34.99328,2.002216,32.91567,3.390269,11.58425,1.840531
"Austria",1989,24.08509,.305654,36.66285,1.734824,34.18926,2.574129,12.57776,1.533162
"Austria",1990,24.76115,.3517315,38.33242,1.495442,35.3338,1.920045,13.57127,1.254437
"Austria",1991,25.43721,.4047181,40.00199,1.29964,36.36848,1.454385,14.56478,1.027926
"Austria",1992,26.11327,.4622441,41.67156,1.169514,37.30878,1.2349,15.55829,.8942288
"Austria",1993,26.78933,.522813,43.34113,1.128029,38.16733,1.281801,16.5518,.895909
"Austria",1994,28.11316,.6953978,44.33702,.7465239,36.58754,1.385211,16.22386,.7199666
"Austria",1995,27.75546,.2089325,43.83998,.6125367,36.68125,.6746732,16.08452,.49859
"Austria",1996,27.18756,.32409,43.54126,.583425,37.55583,.5151024,16.3537,.3801216
"Austria",1997,26.62387,.5285906,43.16368,.6848987,38.3153,.9904762,16.53981,.5489487
"Austria",1998,26.48198,.3951922,43.36715,.6186913,38.93373,.5259395,16.88517,.3668477
"Austria",1999,26.18637,.4297807,43.35969,.6184254,39.60558,.6129942,17.17333,.3834731
"Austria",2000,25.78676,.5862069,43.24261,.7462338,40.35995,1.293817,17.45586,.7169318
"Austria",2001,26.79578,.452709,45.09729,.6773093,40.58093,.6139722,18.30151,.4181699
"Austria",2002,27.66805,.4268262,46.78828,.7268019,40.8629,.5408545,19.12024,.4439684
"Austria",2003,27.43251,.390821,46.52812,.6224959,41.03995,.4607123,19.09561,.3606659
"Austria",2004,26.99717,.4360279,45.88308,.5264619,41.16014,.7389255,18.88591,.4192087
"Austria",2005,27.38815,.3589655,46.62164,.6368431,41.25244,.4312435,19.23349,.3816528
"Austria",2006,27.62071,.3594627,47.04248,.7436205,41.28113,.5023067,19.42177,.4824608
"Austria",2007,28.18832,.4112673,47.98102,.9779949,41.24123,.6832849,19.7927,.6754762
"Austria",2008,28.57086,.491356,48.21503,1.072322,40.73072,.8574913,19.64417,.7669755
"Austria",2009,29.16142,.6379594,48.73017,1.435306,40.1342,1.170881,19.56875,1.043393
"Austria",2010,29.4016,.7211981,48.35877,1.504552,39.17701,1.246733,18.95717,1.068813
"Austria",2011,29.54897,.8111407,48.44133,1.703232,38.97195,1.284125,18.89236,1.156083
"Austria",2012,29.32238,.8138859,48.01463,1.723433,38.89949,1.335377,18.69225,1.178387
"Austria",2013,29.12823,.8805019,48.12313,1.840827,39.43512,1.529569,18.99489,1.305848
"Austria",2014,28.77422,.8978772,47.84125,2.017415,39.8005,1.893182,19.06704,1.551694
"Azerbaijan",1972,24.85322,4.072842,31.16657,8.047612,,,,
"Azerbaijan",1976,23.9559,3.887658,30.23596,8.585427,,,,
"Azerbaijan",1981,22.91927,3.455017,28.26276,7.723605,,,,
"Azerbaijan",1986,25.61579,2.980014,31.84624,6.145419,,,,
"Azerbaijan",1987,26.46414,2.305722,32.81405,4.628833,,,,
"Azerbaijan",1988,27.31248,1.696513,33.78185,3.207402,,,,
"Azerbaijan",1989,27.45289,1.441757,33.54588,2.327265,,,,
"Azerbaijan",1990,29.12255,1.642737,36.01343,2.294576,,,,
"Azerbaijan",1991,31.14221,1.754061,38.65779,2.342894,,,,
"Azerbaijan",1992,33.16187,2.084854,41.30214,2.637196,,,,
"Azerbaijan",1993,34.93195,2.240813,43.92973,3.342476,20.3382,3.571388,8.997785,2.04814
"Azerbaijan",1994,36.70203,2.649997,46.55732,4.274458,20.91579,4.396824,9.855289,2.707935
"Azerbaijan",1995,38.66933,3.380937,48.87,5.169246,20.54159,5.282522,10.20067,3.293331
"Azerbaijan",1996,40.41495,4.551263,49.11101,5.383532,17.54057,5.689479,8.696056,3.191164
"Azerbaijan",1997,41.29594,5.077032,49.54848,5.799603,16.44213,6.815559,8.252538,3.791248
"Azerbaijan",1998,39.29618,5.044298,46.06766,5.141559,14.63932,6.575249,6.771472,3.22367
"Azerbaijan",1999,34.86585,3.615495,41.07969,3.960387,15.05178,4.988053,6.21383,2.238667
"Azerbaijan",2000,30.43552,2.295806,36.09171,2.959689,15.50321,4.683945,5.656188,1.90391
"Azerbaijan",2001,28.14879,1.350045,33.39043,2.509872,15.45428,4.167415,5.241643,1.70836
"Azerbaijan",2002,24.10838,1.168379,29.70366,2.681861,18.44538,4.989367,5.595282,1.884477
"Azerbaijan",2003,22.47021,1.038094,28.04641,2.682776,19.42723,5.215511,5.576209,1.89268
"Azerbaijan",2004,19.11048,.9446589,24.87842,2.714886,22.55293,6.377225,5.767935,2.015873
"Azerbaijan",2005,18.07734,.8639436,23.67346,2.42281,23.08912,5.991893,5.596118,1.802454
"Azerbaijan",2006,22.36342,1.134091,29.99673,3.128841,24.85568,6.37382,7.63331,2.328691
"Azerbaijan",2007,26.64949,1.576537,36.32,4.316694,25.76528,8.249051,9.670503,3.589386
"Azerbaijan",2008,30.93557,2.084303,42.64326,5.692329,26.28881,10.00057,11.7077,5.062757
"Bahamas",2001,59.46242,3.32078,64.21291,3.81638,,,,
"Bangladesh",1963,33.89676,1.891987,37.87553,2.156933,,,,
"Bangladesh",1966,31.19704,1.607838,35.12855,2.170052,,,,
"Bangladesh",1973,29.5647,1.405851,33.3466,1.553015,,,,
"Bangladesh",1974,30.61254,1.532693,34.4127,1.733814,,,,
"Bangladesh",1978,30.804,1.536585,34.76155,1.805834,,,,
"Bangladesh",1981,32.76571,1.43063,36.96861,1.80277,,,,
"Bangladesh",1983,32.0724,1.357503,36.24433,1.768343,,,,
"Bangladesh",1986,32.98729,1.645762,36.86599,2.118064,,,,
"Bangladesh",1987,33.09829,1.456127,36.97891,1.784333,,,,
"Bangladesh",1988,33.20929,1.444417,37.09183,1.710919,,,,
"Bangladesh",1989,33.32029,1.614507,37.20475,1.927795,,,,
"Bangladesh",1990,33.59052,1.504053,37.55089,1.708758,,,,
"Bangladesh",1991,33.86076,1.593928,37.89702,1.70581,,,,
"Bangladesh",1992,34.13099,1.855242,38.24316,1.919947,,,,
"Bangladesh",1993,35.06728,1.724464,39.29305,1.88196,,,,
"Bangladesh",1994,36.00357,1.71488,40.34294,2.013756,,,,
"Bangladesh",1995,36.93986,1.828398,41.39283,2.286158,,,,
"Bangladesh",1996,37.87615,2.044615,42.44272,2.656255,,,,
"Bangladesh",1997,37.86337,1.821179,42.40379,2.465366,,,,
"Bangladesh",1998,37.85059,1.704021,42.36485,2.422401,,,,
"Bangladesh",1999,37.83781,1.715058,42.32592,2.534895,,,,
"Bangladesh",2000,37.82502,1.852003,42.28698,2.784064,,,,
"Bangladesh",2001,38.44367,1.724712,43.06882,2.559455,,,,
"Bangladesh",2002,39.06232,1.671999,43.85065,2.457267,,,,
"Bangladesh",2003,39.68096,1.700813,44.63248,2.492601,,,,
"Bangladesh",2004,40.29961,1.807257,45.41432,2.659984,,,,
"Bangladesh",2005,40.91825,1.978843,46.19615,2.936925,,,,
"Bangladesh",2006,40.80832,1.836322,45.95558,2.631226,,,,
"Bangladesh",2007,40.69838,1.78005,45.71501,2.437019,,,,
"Bangladesh",2008,40.58845,1.818054,45.47443,2.381736,,,,
"Bangladesh",2009,40.47851,1.944814,45.23386,2.474705,,,,
"Bangladesh",2010,40.36858,2.144651,44.99329,2.700658,,,,
"Barbados",1978,44.47943,1.437287,47.29854,2.14713,,,,
"Barbados",1996,37.12119,1.640133,39.50621,2.142967,,,,
"Barbados",1997,39.29773,1.820547,41.50405,2.354895,,,,
"Barbados",1998,40.02146,1.794494,42.33231,2.30891,,,,
"Barbados",1999,40.74519,1.783886,43.16057,2.279315,,,,
"Barbados",2000,41.46893,1.788996,43.98883,2.266753,,,,
"Barbados",2001,42.19266,1.80969,44.81709,2.271505,,,,
"Barbados",2002,42.91639,1.845447,45.64536,2.293465,,,,
"Barbados",2003,43.64013,1.895411,46.47362,2.332146,,,,
"Barbados",2004,44.36386,1.958498,47.30188,2.386736,,,,
"Barbados",2005,45.0876,2.033486,48.13014,2.456173,,,,
"Barbados",2006,45.81133,2.119111,48.9584,2.53924,,,,
"Barbados",2007,46.53506,2.21414,49.78666,2.634649,,,,
"Barbados",2008,47.2588,2.317417,50.61493,2.74111,,,,
"Barbados",2009,47.98253,2.427889,51.44318,2.857389,,,,
"Barbados",2010,48.70626,2.544619,52.27145,2.982338,,,,
"Belarus",1981,21.85923,1.902322,25.89323,3.021399,,,,
"Belarus",1986,22.69679,1.695488,27.10947,2.554912,,,,
"Belarus",1987,21.88594,1.274802,26.34335,2.104728,,,,
"Belarus",1988,21.07508,.9036852,25.57722,1.741779,,,,
"Belarus",1989,20.30951,.6873639,24.45099,1.527391,,,,
"Belarus",1990,20.2522,.8332975,24.91699,1.909753,,,,
"Belarus",1991,25.7669,2.799344,32.40392,5.056612,,,,
"Belarus",1992,31.28159,5.035015,39.89085,8.798899,,,,
"Belarus",1993,24.2341,1.819802,31.80119,3.71414,23.20984,6.311799,7.567085,2.59453
"Belarus",1994,25.54196,1.985257,33.39372,3.558,23.09928,5.536605,7.851763,2.414632
"Belarus",1995,23.5573,1.085862,30.41591,2.19536,22.34712,3.56055,6.858605,1.459708
"Belarus",1996,23.9477,1.195464,31.35211,2.105644,23.47836,3.087839,7.404412,1.328679
"Belarus",1997,23.03818,.9668116,30.37021,1.838385,24.02436,2.609816,7.33203,1.150397
"Belarus",1998,22.96392,1.048751,30.95567,1.987009,25.69014,2.727473,7.991749,1.259998
"Belarus",1999,22.74075,1.048687,31.31871,2.211302,27.21073,3.245744,8.577962,1.500721
"Belarus",2000,22.99145,.9989939,31.56717,2.247968,26.97067,3.357498,8.575727,1.571995
"Belarus",2001,22.65422,.9683633,31.17278,2.282801,27.11474,3.436635,8.518559,1.586254
"Belarus",2002,22.84277,.9300101,30.67234,2.143071,25.32598,3.441866,7.829571,1.514792
"Belarus",2003,22.49649,.9125671,30.01818,2.022558,24.87414,3.310845,7.521697,1.390595
"Belarus",2004,22.75892,.9007092,29.65831,1.94105,23.08952,3.233099,6.899389,1.314681
"Belarus",2005,23.15043,.9185117,30.04193,1.881111,22.78431,3.13049,6.891506,1.281521
"Belarus",2006,23.53065,.967584,30.61953,1.880036,23.00936,3.076399,7.088887,1.27681
"Belarus",2007,24.19415,.9727461,31.41738,1.942468,22.84432,3.105018,7.223224,1.337464
"Belarus",2008,24.26588,.9879447,31.36551,2.03677,22.46561,3.310138,7.099634,1.398375
"Belarus",2009,24.98515,.9608968,31.85646,2.028582,21.40579,3.157144,6.871315,1.367968
"Belarus",2010,25.0635,.9652984,31.82954,1.99334,21.09513,3.193333,6.766045,1.350977
"Belarus",2011,25.77182,.9759822,32.57116,1.871722,20.74834,2.885735,6.799334,1.258313
"Belarus",2012,25.99244,1.007013,32.74007,1.892629,20.46441,3.359501,6.747627,1.402243
"Belgium",1979,23.01463,1.115902,42.54125,2.628858,45.78492,2.894837,19.52662,2.217774
"Belgium",1983,25.50615,.7486143,46.93502,1.591686,45.6236,1.651663,21.42888,1.338367
"Belgium",1985,22.77812,.2607332,41.86444,.5140813,45.58689,.6068372,19.08633,.4273347
"Belgium",1986,22.9343,.2709604,42.12988,.4944453,45.56057,.5066035,19.19558,.366569
"Belgium",1987,23.09049,.3188629,42.39531,.5449106,45.53241,.6273898,19.30482,.4247019
"Belgium",1988,23.24667,.390824,42.66074,.6493331,45.50249,.876964,19.41407,.5662256
"Belgium",1989,23.29244,.3780819,44.08384,.6989238,47.15946,.6698928,20.7914,.5172333
"Belgium",1990,23.3382,.4100365,45.50693,.8498594,48.70979,.6656194,22.16873,.6087142
"Belgium",1991,22.77553,.3044341,45.59498,.6951241,50.04488,.4437692,22.81944,.4802516
"Belgium",1992,22.21287,.2656268,45.68303,.6366628,51.37185,.5442709,23.47017,.5106519
"Belgium",1993,23.85791,.3201045,46.83446,.6391139,49.05721,.4175035,22.97654,.4203596
"Belgium",1994,25.50296,.426508,47.98588,.7183485,46.85172,.5637174,22.48292,.4672438
"Belgium",1995,26.67972,.6923491,47.42865,.753311,43.74464,1.298699,20.74893,.7400705
"Belgium",1996,25.89102,.430005,48.02792,.5933089,46.0916,.611459,22.1369,.4045405
"Belgium",1997,25.03066,.3328103,48.3441,.5751933,48.22073,.6553666,23.31343,.5008737
"Belgium",1998,26.05368,.4237171,48.46189,.7487419,46.23746,.4710722,22.40821,.4489172
"Belgium",1999,26.9428,.5985227,48.24894,.8224092,44.15873,.80091,21.30614,.5300241
"Belgium",2000,27.96081,.9268163,47.72368,.9166539,41.40543,1.781859,19.76287,.9843946
"Belgium",2001,27.33056,.7332479,46.88486,1.175136,41.70085,1.024656,19.55431,.7629233
"Belgium",2002,26.89221,.7020848,45.95778,1.423771,41.46746,1.055229,19.06557,.940703
"Belgium",2003,26.42542,.6115842,45.18705,1.408644,41.49929,.9681311,18.76163,.9386268
"Belgium",2004,26.14201,.594029,44.51658,1.334028,41.25718,.9440075,18.37457,.886598
"Belgium",2005,26.05515,.5685934,43.92625,1.273441,40.66627,.9424798,17.8711,.8528569
"Belgium",2006,25.69168,.6289313,43.17761,1.378672,40.47501,1.110759,17.48593,.94166
"Belgium",2007,25.70666,.6703548,42.88284,1.412369,40.03077,1.151072,17.17618,.9531299
"Belgium",2008,25.05383,.7028997,43.09267,1.55699,41.83421,1.142276,18.03884,1.033594
"Belgium",2009,25.00456,.7649635,43.92253,1.618294,43.0477,1.150568,18.91797,1.06098
"Belgium",2010,24.47315,.755581,44.97209,1.803263,45.54818,1.292069,20.49893,1.266614
"Belgium",2011,24.47838,.7960514,45.51574,1.827616,46.1911,1.234402,21.03736,1.256127
