country,year,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
"Jamaica",1997,41.66391,2.366364,45.19078,2.711502,,,,
"Jamaica",1998,42.54955,2.230461,45.86418,2.502893,,,,
"Jamaica",1999,48.32349,2.074477,50.82104,2.212578,,,,
"Jamaica",2000,47.55349,1.9501,50.29852,2.229078,,,,
"Jamaica",2001,52.93268,1.952051,55.25403,2.296465,,,,
"Jamaica",2002,51.55792,1.889883,54.58537,2.302995,,,,
"Jamaica",2003,53.43386,2.121955,56.53772,2.55168,,,,
"Jamaica",2004,50.30617,2.364256,54.28062,2.56351,,,,
"Japan",1961,27.3001,1.636362,35.64929,1.732121,,,,
"Japan",1962,25.06858,1.811601,35.2708,1.667765,,,,
"Japan",1963,24.41905,1.798164,34.71651,1.526921,,,,
"Japan",1964,23.0328,1.944548,34.29904,1.640337,,,,
"Japan",1965,24.11031,1.800094,33.99376,1.61581,,,,
"Japan",1967,26.87373,1.483099,34.41126,1.755365,,,,
"Japan",1968,26.2624,1.641563,35.52651,1.856609,,,,
"Japan",1969,27.04778,1.532264,35.81282,1.863587,,,,
"Japan",1970,26.31969,1.69334,36.27403,1.796103,,,,
"Japan",1971,26.04504,1.699812,35.80526,1.783301,,,,
"Japan",1972,25.2928,1.631184,34.57979,1.657058,,,,
"Japan",1973,25.1491,1.633523,33.91581,1.672056,,,,
"Japan",1974,24.59428,1.601909,33.04216,1.585832,,,,
"Japan",1975,25.21035,1.634989,33.4859,1.64141,24.7292,2.838257,8.275552,.9876719
"Japan",1976,25.19175,1.63753,33.40448,1.648419,24.59392,3.046826,8.212729,1.067906
"Japan",1977,25.33727,1.608194,33.55261,1.628465,24.49308,2.908212,8.215343,1.031162
"Japan",1978,24.3032,1.478458,32.06745,1.637591,24.20144,2.860708,7.764244,1.025855
"Japan",1979,24.12382,1.392814,31.54321,1.557079,23.51387,2.580078,7.419386,.9191442
"Japan",1980,22.80085,1.38312,29.63178,1.463304,23.05352,2.755214,6.830931,.8859602
"Japan",1981,22.67221,1.424453,29.19249,1.434365,22.3526,2.65014,6.520286,.7997984
"Japan",1982,22.70011,1.539801,29.04752,1.42329,21.88819,2.881526,6.347408,.8098565
"Japan",1983,24.00378,1.538939,29.11997,1.459154,17.59335,2.711877,5.116187,.7876239
"Japan",1984,26.04654,1.485632,29.84534,1.46605,12.73036,2.531112,3.798808,.7756788
"Japan",1985,27.15393,1.442869,30.57318,1.566719,11.15106,2.732994,3.419246,.8837754
"Japan",1986,28.97702,1.510648,31.01502,1.919954,6.460245,3.221905,2.038001,1.048931
"Japan",1987,29.12252,1.526297,34.36279,2.257301,15.12479,3.039545,5.240262,1.235428
"Japan",1988,29.5767,1.734794,34.66905,2.644436,14.48935,3.893823,5.092347,1.555251
"Japan",1989,30.07382,1.66298,38.63195,2.70699,22.0155,3.076151,8.55813,1.580767
"Japan",1990,30.59506,1.632729,38.76686,2.680868,20.935,3.14127,8.171798,1.592599
"Japan",1991,30.9636,1.463726,40.05999,2.64512,22.55959,3.113091,9.096392,1.671597
"Japan",1992,31.33214,1.365124,41.35312,2.791,24.03925,3.750177,10.02099,2.063291
"Japan",1993,31.51319,1.375866,42.19619,2.823482,25.13465,3.571763,10.683,2.083591
"Japan",1994,30.24288,1.405189,40.91311,2.674782,25.92933,3.257514,10.67023,1.877482
"Japan",1995,28.97256,1.492347,39.63003,2.636847,26.74577,3.472687,10.65746,1.888581
"Japan",1996,28.908,1.567245,39.62586,2.557088,26.93733,3.133454,10.71786,1.705654
"Japan",1997,27.52929,1.541639,38.22782,2.216881,27.93555,2.547967,10.69853,1.31445
"Japan",1998,30.0499,1.489601,41.87863,2.4041,28.17074,2.531642,11.82874,1.526945
"Japan",1999,30.2962,1.463012,41.98761,2.1245,27.79838,2.363472,11.69141,1.347547
"Japan",2000,32.63496,1.127835,47.93521,2.141114,31.86625,1.830817,15.30025,1.409088
"Japan",2001,31.84555,.8962879,48.18295,1.78618,33.87503,1.292342,16.33741,1.115522
"Japan",2002,31.05614,.7125454,48.4307,1.530918,35.84948,1.161518,17.37456,1.023336
"Japan",2003,30.26072,.7431098,46.53099,1.397255,34.94662,1.160295,16.27027,.9131547
"Japan",2004,30.32133,.6939664,46.51814,1.267421,34.80363,.9986991,16.19681,.7978483
"Japan",2005,30.48152,.7524598,46.23044,1.169063,34.05879,.9211444,15.74892,.6677416
"Japan",2006,30.55789,.6483942,46.09744,.9446634,33.70631,.8169936,15.53956,.5474578
"Japan",2007,30.55882,.5901545,45.94474,.7567707,33.48807,.6552662,15.38592,.3897495
"Japan",2008,30.23714,.5518903,45.16912,.5791234,33.05544,1.047914,14.93198,.5436211
"Japan",2009,30.64364,.7845641,45.81765,1.222303,33.10869,1.0136,15.17401,.7147664
"Japan",2010,30.77586,1.063761,46.01728,1.879416,33.08131,1.792377,15.24142,1.269785
"Japan",2011,30.77229,1.344188,46.09784,2.293086,33.18036,2.471393,15.32555,1.652407
"Jordan",1973,35.49366,4.879632,47.78531,15.76824,,,,
"Jordan",1981,32.92412,1.887599,37.38969,2.451658,,,,
"Jordan",1986,33.92313,1.723936,37.93525,2.055514,,,,
"Jordan",1987,35.58427,1.904708,39.64083,2.097656,,,,
"Jordan",1988,36.52564,1.832939,40.69892,1.996284,,,,
"Jordan",1989,37.46701,1.859914,41.75701,2.038651,,,,
"Jordan",1990,38.40839,1.981605,42.8151,2.21653,,,,
"Jordan",1991,39.34976,2.182222,43.87319,2.501175,,,,
"Jordan",1992,40.29113,2.442394,44.93129,2.860893,,,,
"Jordan",1993,39.67722,2.257859,44.1986,2.47727,,,,
"Jordan",1994,39.0633,2.129263,43.46592,2.197993,,,,
"Jordan",1995,38.44938,2.067073,42.73323,2.065821,,,,
"Jordan",1996,37.83546,2.077261,42.00055,2.108601,,,,
"Jordan",1997,37.22154,2.158804,41.26786,2.316661,,,,
"Jordan",1998,37.84565,1.990617,41.9698,2.126215,,,,
"Jordan",1999,38.46975,1.902313,42.67173,2.046857,,,,
"Jordan",2000,39.09385,1.905031,43.37367,2.09127,,,,
"Jordan",2001,39.71796,1.998402,44.07561,2.252145,,,,
"Jordan",2002,40.34206,2.170758,44.77755,2.507162,,,,
"Jordan",2003,40.07542,2.157414,44.59623,2.590662,,,,
"Jordan",2004,39.22829,1.96482,43.67633,2.363298,,,,
"Jordan",2005,38.38116,1.904926,42.75644,2.295848,,,,
"Jordan",2006,37.53402,1.989752,41.83654,2.401822,,,,
"Jordan",2007,36.82657,1.852091,41.12033,2.256765,,,,
"Jordan",2008,36.11911,1.819084,40.40413,2.2066,,,,
"Jordan",2009,35.96315,1.839865,40.20044,2.165709,,,,
"Jordan",2010,35.8072,1.938617,39.99675,2.227079,,,,
"Kazakhstan",1981,23.87002,3.317882,28.03671,2.487942,,,,
"Kazakhstan",1986,23.24341,3.000459,29.71896,2.389639,,,,
"Kazakhstan",1987,22.80191,2.231845,29.8486,2.041394,,,,
"Kazakhstan",1988,22.36041,1.533371,29.97824,1.782926,,,,
"Kazakhstan",1989,22.74556,1.179846,29.83068,1.711256,,,,
"Kazakhstan",1990,22.12571,1.111467,30.52322,1.749942,,,,
"Kazakhstan",1991,25.13907,1.197034,32.90318,2.118451,,,,
"Kazakhstan",1992,28.15243,1.427305,35.28315,2.665293,,,,
"Kazakhstan",1993,31.16579,1.745934,37.66312,3.303051,16.88193,5.489109,6.497322,2.484663
"Kazakhstan",1994,31.78949,1.946443,39.91219,4.188346,19.80985,6.394386,8.122705,3.180087
"Kazakhstan",1995,32.3186,1.93409,41.11246,3.920291,21.0146,4.985687,8.793861,2.70899
"Kazakhstan",1996,32.84771,2.001954,42.31273,3.907455,22.04399,4.632491,9.465017,2.642261
"Kazakhstan",1997,33.52006,2.138622,44.17448,4.532634,23.67409,5.499516,10.65442,3.257713
"Kazakhstan",1998,33.29482,2.071805,43.84013,4.16338,23.7036,4.778297,10.54531,2.822912
"Kazakhstan",1999,33.26395,2.000962,44.20736,4.77245,24.22108,5.78082,10.94341,3.418671
"Kazakhstan",2000,32.75499,1.787668,41.27756,3.899506,20.23682,5.141714,8.522568,2.679169
"Kazakhstan",2001,32.29869,1.521937,39.88913,3.846694,18.53613,5.72265,7.590438,2.792844
"Kazakhstan",2002,32.00287,1.40084,37.37257,2.740732,14.1161,4.170338,5.369696,1.843919
"Kazakhstan",2003,31.54532,1.302438,38.07695,2.758906,16.90457,4.078985,6.531637,1.903823
"Kazakhstan",2004,31.11291,1.384054,38.77348,2.260349,19.65617,2.61074,7.660571,1.332149
"Kazakhstan",2005,30.44593,1.431671,40.13593,2.59558,24.01172,2.910175,9.690006,1.641595
"Kazakhstan",2006,29.82781,1.47909,41.11304,2.541472,27.34722,2.743895,11.28523,1.629256
"Kazakhstan",2007,29.06574,1.495289,39.96289,2.714638,27.13034,3.138292,10.89715,1.797733
"Kazakhstan",2008,28.1698,1.445493,39.45415,2.751755,28.44758,3.262211,11.28435,1.894725
"Kazakhstan",2009,27.66261,1.461398,38.42458,3.177258,27.76892,3.664069,10.76197,2.164163
"Kazakhstan",2010,27.24118,1.402522,38.32478,3.694617,28.53375,4.566268,11.0836,2.683767
"Kazakhstan",2011,27.30643,1.459888,38.66482,4.237728,28.83437,5.540505,11.3584,3.196958
"Kazakhstan",2012,27.21614,1.470906,38.89891,4.760744,29.29025,6.754995,11.68277,3.832346
"Kenya",1960,57.20476,7.908173,67.48697,21.93363,,,,
"Kenya",1964,53.01833,8.015647,71.54957,18.0036,,,,
"Kenya",1967,56.89063,7.12738,69.69872,19.46962,,,,
"Kenya",1969,58.57346,6.457099,73.07051,17.49835,,,,
"Kenya",1971,60.95766,5.955979,75.35757,15.92939,,,,
"Kenya",1974,61.54022,5.581689,73.56519,18.02743,,,,
"Kenya",1976,58.55466,4.721726,70.3614,16.6124,,,,
"Kenya",1977,53.94925,3.603665,63.27312,10.75613,,,,
"Kenya",1983,51.80386,2.858503,59.4021,3.406676,,,,
"Kenya",1992,51.22116,4.092566,58.65117,5.325545,12.36611,6.305831,7.430003,4.135832
"Kenya",1993,48.90528,3.740262,55.90794,4.978261,12.2334,6.054233,7.002653,3.771549
"Kenya",1994,46.58941,3.487337,53.16471,4.768603,12.04409,6.32878,6.575304,3.70359
"Kenya",1995,46.69451,2.83274,54.04068,4.214128,13.38118,4.384073,7.346168,2.751114
"Kenya",1996,46.79962,2.368254,54.91665,3.924502,14.59427,3.586306,8.117032,2.409171
"Kenya",1997,46.90473,2.216789,55.79263,3.958296,15.69438,4.391774,8.887896,2.902242
"Kenya",1998,47.78054,2.209262,56.27525,3.618281,14.93158,3.584413,8.49471,2.390487
"Kenya",1999,48.65635,2.331398,56.75787,3.433123,14.14628,3.390985,8.101524,2.232322
"Kenya",2000,45.79329,2.698283,53.45943,3.187809,14.23947,4.073362,7.666135,2.407333
"Kenya",2001,45.2663,2.4788,52.7762,3.013827,14.15484,3.279853,7.509898,1.955311
"Kenya",2002,44.7393,2.347807,52.09296,2.957098,14.04723,2.86812,7.353661,1.727948
"Kenya",2003,44.21231,2.320342,51.40973,3.024228,13.91496,3.03899,7.197424,1.81189
"Kenya",2004,43.68531,2.399961,50.7265,3.207451,13.75612,3.751025,7.041187,2.171326
"Kenya",2005,43.44961,2.486449,50.59995,2.994911,14.05253,3.509116,7.150345,2.005116
"Kenya",2006,44.01699,2.340219,51.08267,3.013765,13.74126,3.318652,7.065687,1.940941
"Kenya",2007,42.69067,2.550043,49.89392,2.907915,14.36828,3.719054,7.203248,2.041428
"Korea, Republic of",1966,24.71936,.9866294,27.31347,1.429138,,,,
"Korea, Republic of",1968,25.90649,.9605181,28.60895,1.379958,,,,
"Korea, Republic of",1969,26.42501,1.014967,29.21778,1.472839,,,,
"Korea, Republic of",1972,35.38163,3.286882,37.71064,3.42519,,,,
"Korea, Republic of",1976,34.97344,3.196066,36.71658,3.431436,4.31941,9.053515,1.74314,3.299147
"Korea, Republic of",1980,33.95551,1.554806,36.61856,1.87479,7.189776,3.284429,2.663046,1.259214
"Korea, Republic of",1981,33.75065,1.761813,36.03154,2.012388,6.245122,3.515771,2.280894,1.327768
"Korea, Republic of",1982,33.10592,1.733877,35.35993,1.944399,6.30546,3.216544,2.254008,1.186412
"Korea, Republic of",1983,32.4643,1.720964,34.58683,1.940114,6.059155,3.393588,2.122526,1.226517
"Korea, Republic of",1984,31.6844,1.674278,33.85496,1.876654,6.341676,3.221471,2.170557,1.138585
"Korea, Republic of",1985,31.34061,1.515595,33.58549,1.767764,6.611506,3.101941,2.244871,1.084803
"Korea, Republic of",1986,30.941,1.503119,33.28127,1.64445,6.980101,2.946299,2.340272,1.01884
"Korea, Republic of",1987,31.45738,1.464845,33.79934,1.715775,6.860476,3.036774,2.341955,1.080945
"Korea, Republic of",1988,30.96059,1.614091,33.36274,1.503389,7.190462,2.801933,2.402149,.9391893
"Korea, Republic of",1989,31.6947,1.634702,34.01625,1.651046,6.787984,3.14614,2.321554,1.096839
"Korea, Republic of",1990,31.3019,1.813681,32.6417,1.491664,4.095954,3.709978,1.3398,1.203894
"Korea, Republic of",1991,31.84808,1.561958,32.58595,1.475227,2.241971,2.838441,.7378774,.9291575
"Korea, Republic of",1992,30.95126,1.673999,30.65857,1.492455,-.9830831,3.367285,-.2926953,1.024088
"Korea, Republic of",1993,30.92305,1.345876,30.23718,1.41044,-2.320563,2.817365,-.6858655,.8426083
"Korea, Republic of",1994,30.02204,1.543843,29.8745,1.506058,-.5426322,3.316014,-.1475429,.9969237
"Korea, Republic of",1995,30.37599,1.245862,29.73679,1.57943,-2.256227,3.171444,-.639205,.9376472
"Korea, Republic of",1996,29.79601,1.245981,30.19201,1.596782,1.211559,3.114127,.3959943,.9643289
"Korea, Republic of",1997,30.23464,1.029406,29.65666,1.686936,-2.122622,3.730736,-.5779824,1.067224
"Korea, Republic of",1998,29.5718,.9891052,30.15754,1.463869,1.844038,2.735259,.5857362,.8495214
"Korea, Republic of",1999,29.44924,.9223393,30.13874,1.407506,2.193332,2.653083,.6894925,.8193752
"Korea, Republic of",2000,29.49635,.8517367,31.28645,1.147455,5.680827,1.784246,1.790103,.6027447
"Korea, Republic of",2001,29.78193,.7608729,32.05098,1.033956,7.046868,1.65556,2.269042,.5763242
"Korea, Republic of",2002,30.20795,.6991526,32.88022,.9152999,8.107299,1.283553,2.672272,.4699437
"Korea, Republic of",2003,30.53486,.5927024,33.20968,.751895,8.040866,1.157451,2.674812,.4196841
"Korea, Republic of",2004,30.81671,.5075004,33.50706,.6548582,8.019119,.9633071,2.690353,.3543549
"Korea, Republic of",2005,30.95282,.3687515,33.64738,.4462876,8.004538,.6295085,2.694558,.2301611
"Korea, Republic of",2006,31.14111,.2762755,33.82328,.2755509,7.927354,.7682264,2.682171,.2694924
"Korea, Republic of",2007,30.83092,.2562978,33.63715,.3862489,8.337828,.6013201,2.806227,.2256122
"Korea, Republic of",2008,30.60235,.2721629,33.45735,.5087874,8.522135,.8794773,2.855,.3303091
"Korea, Republic of",2009,30.48366,.2771535,33.22557,.583637,8.235957,1.061917,2.741901,.3932211
"Korea, Republic of",2010,30.31171,.2987694,32.77561,.6123321,7.498889,1.134037,2.463892,.40577
"Korea, Republic of",2011,30.14902,.3068317,32.45901,.6473083,7.094542,1.256428,2.309992,.4421199
"Korea, Republic of",2012,29.93538,.337745,32.09439,.6597475,6.704093,1.312786,2.159017,.4515477
"Korea, Republic of",2013,29.79613,.3725231,31.99783,.7060306,6.854451,1.435222,2.201698,.4941786
"Kyrgyz Republic",1981,23.52343,2.196068,26.12782,2.467314,,,,
"Kyrgyz Republic",1986,24.98531,1.80072,28.52414,1.973682,,,,
"Kyrgyz Republic",1987,25.03901,1.419195,29.10611,1.722549,,,,
"Kyrgyz Republic",1988,25.09272,1.094677,29.68808,1.56531,,,,
"Kyrgyz Republic",1989,24.6478,.9183992,29.64948,1.639376,,,,
"Kyrgyz Republic",1990,25.6073,.9806908,30.61531,1.631872,,,,
"Kyrgyz Republic",1991,34.76395,1.626802,40.06414,2.59562,,,,
"Kyrgyz Republic",1992,43.9206,2.421833,49.51298,3.817632,,,,
"Kyrgyz Republic",1993,53.07724,3.258544,58.96181,5.116074,9.649605,5.388861,5.884574,3.56696
"Kyrgyz Republic",1994,52.9678,3.767589,64.77389,5.555689,17.98308,4.873469,11.80609,3.80175
"Kyrgyz Republic",1995,50.25391,3.373181,62.85014,5.433416,19.79778,4.377918,12.59623,3.507014
"Kyrgyz Republic",1996,47.54003,3.084017,60.92639,5.512544,21.6775,4.552976,13.38636,3.681674
"Kyrgyz Republic",1997,43.34717,2.389528,55.46886,5.34665,21.4126,5.435833,12.1217,3.942057
"Kyrgyz Republic",1998,42.20129,2.181902,51.36853,5.011155,17.36536,5.641133,9.167238,3.56678
"Kyrgyz Republic",1999,40.15132,1.922854,47.14131,4.773195,14.23429,6.502056,6.989985,3.435324
"Kyrgyz Republic",2000,38.10135,1.758453,42.91409,4.795531,10.34265,8.591683,4.812732,3.701819
"Kyrgyz Republic",2001,36.95353,1.747361,42.34269,5.048429,11.65565,9.897168,5.389161,4.140436
"Kyrgyz Republic",2002,36.83104,1.712755,43.13934,4.474844,13.941,7.242593,6.308307,3.386849
"Kyrgyz Republic",2003,36.75251,1.655274,44.91994,3.900552,17.79574,5.02448,8.167427,2.738182
"Kyrgyz Republic",2004,36.67398,1.689807,46.70053,3.521908,21.22853,3.958951,10.02655,2.422475
"Kyrgyz Republic",2005,36.36723,1.513912,46.2672,3.013978,21.23817,3.066141,9.899967,1.934927
"Kyrgyz Republic",2006,36.06047,1.3985,45.83386,2.656314,21.19954,2.833083,9.773389,1.756176
"Kyrgyz Republic",2007,34.81468,1.295764,43.3392,2.380683,19.54921,2.929148,8.524516,1.619322
"Kyrgyz Republic",2008,33.64656,1.308845,41.75449,2.354177,19.30139,2.793427,8.107932,1.508212
"Kyrgyz Republic",2009,32.78942,1.26804,40.6632,2.254261,19.25215,2.710604,7.873784,1.413897
"Kyrgyz Republic",2010,32.15762,1.305993,39.81121,2.342167,19.09585,2.952542,7.653602,1.498535
"Kyrgyz Republic",2011,32.4138,1.252414,40.28568,2.425929,19.37842,3.449305,7.871884,1.718263
"Kyrgyzstan",1999,34.62897,1.448981,40.14783,2.007041,,,,
"Kyrgyzstan",2000,33.86111,1.290504,39.23699,1.821262,,,,
"Kyrgyzstan",2001,33.09326,1.191679,38.32614,1.719435,,,,
"Kyrgyzstan",2002,32.32541,1.167754,37.41529,1.716564,,,,
"Kyrgyzstan",2003,31.55755,1.223129,36.50445,1.813121,,,,
"Kyrgyzstan",2004,32.21058,1.189525,37.22325,1.790952,,,,
"Kyrgyzstan",2005,32.86361,1.205057,37.94204,1.823616,,,,
"Lao",1992,30.64073,1.854506,34.02366,2.190133,,,,
"Lao",1993,31.9304,1.770756,35.44871,2.075674,,,,
"Lao",1994,33.22007,1.770186,36.87376,2.047235,,,,
"Lao",1995,34.50974,1.852872,38.29882,2.108301,,,,
"Lao",1996,35.79942,2.008558,39.72387,2.251601,,,,
"Lao",1997,37.08909,2.221951,41.14892,2.462821,,,,
"Lao",1998,36.63295,2.04629,40.63166,2.262514,,,,
"Lao",1999,36.17681,1.946254,40.11441,2.161217,,,,
"Lao",2000,35.72068,1.933616,39.59715,2.172821,,,,
"Lao",2001,35.26454,2.010024,39.07989,2.295615,,,,
"Lao",2002,34.8084,2.166077,38.56264,2.513356,,,,
"Lao",2003,35.28442,1.992025,39.11459,2.271813,,,,
"Lao",2004,35.76044,1.887319,39.66655,2.09879,,,,
"Lao",2005,36.23645,1.863685,40.21851,2.012042,,,,
"Lao",2006,36.71247,1.924111,40.77047,2.022699,,,,
"Lao",2007,37.18849,2.061219,41.32243,2.1293,,,,
"Lao",2008,37.43632,2.062158,41.43589,2.117241,,,,
"Latvia",1981,22.57755,3.452011,38.1744,7.436473,,,,
"Latvia",1986,22.74947,2.506452,34.20675,5.200692,,,,
"Latvia",1987,22.45487,1.864716,31.03671,3.767813,,,,
"Latvia",1988,22.16027,1.291558,27.86666,2.42226,,,,
"Latvia",1989,23.09438,1.066788,26.87564,2.004806,,,,
"Latvia",1990,21.90682,1.096992,24.46933,1.795902,,,,
"Latvia",1991,23.90619,1.384341,38.73213,6.741455,,,,
"Latvia",1992,24.5381,.988418,39.00639,3.452421,36.7293,4.486579,14.46829,2.816652
"Latvia",1993,26.35915,1.063112,38.96907,3.399677,32.01329,4.305977,12.60991,2.554003
"Latvia",1994,28.52144,1.089104,41.39451,2.830026,30.91134,3.148888,12.87307,2.034735
"Latvia",1995,30.1103,1.171994,39.66784,2.726274,23.88926,3.481727,9.557549,1.920257
"Latvia",1996,31.27149,1.176204,41.16664,2.806725,23.82825,3.589648,9.89515,2.044229
"Latvia",1997,31.72958,1.069813,42.21301,3.068144,24.57055,4.046331,10.48343,2.350249
"Latvia",1998,32.2299,.9613742,43.40628,3.069776,25.49698,3.858227,11.17638,2.362155
"Latvia",1999,32.1694,1.111953,47.3075,3.676816,31.72945,3.795948,15.1381,2.848037
"Latvia",2000,32.73569,1.115593,47.53263,3.362301,30.92165,3.266639,14.79694,2.529196
"Latvia",2001,32.93573,1.452254,50.71369,3.718845,34.87495,3.000418,17.77796,2.687472
"Latvia",2002,34.06722,1.295253,50.45734,3.100878,32.35697,2.538084,16.39012,2.174624
"Latvia",2003,35.33108,1.446449,53.16697,3.519349,33.40269,2.694293,17.83589,2.473456
"Latvia",2004,36.27863,1.35228,54.62995,3.484425,33.4447,2.786094,18.35133,2.560729
"Latvia",2005,37.31902,1.447889,57.65974,3.994899,35.10427,2.941555,20.34072,2.967898
"Latvia",2006,37.28608,1.420993,57.31189,3.964442,34.76036,3.097021,20.02581,3.009606
"Latvia",2007,37.47382,1.423831,56.45139,3.684125,33.46653,2.773768,18.97756,2.672945
"Latvia",2008,36.95906,1.387644,55.70148,3.878325,33.45613,3.187628,18.74242,2.918714
"Latvia",2009,36.57547,1.368616,55.04847,3.947813,33.34727,3.334667,18.473,2.999834
"Latvia",2010,35.98165,1.345114,57.26772,4.641564,36.90403,3.567643,21.28607,3.617837
"Latvia",2011,35.76835,1.302996,58.20953,4.648707,38.3027,3.40913,22.44118,3.641799
"Latvia",2012,35.56229,1.328021,59.50076,4.960143,39.97543,3.313802,23.93847,3.863023
"Latvia",2013,35.72112,1.350827,59.58488,4.896515,39.79942,3.320847,23.86376,3.839051
"Latvia",2014,35.62392,1.47988,59.61129,5.091578,39.96445,3.605084,23.98736,4.04119
"Lebanon",1960,53.41703,2.93248,61.03759,3.478927,,,,
"Lebanon",1997,40.91916,1.983138,46.05307,2.471429,,,,
"Lebanon",1998,40.81034,1.878256,45.90716,2.355268,,,,
"Lebanon",1999,40.70154,1.798299,45.76125,2.270668,,,,
"Lebanon",2000,40.59273,1.746692,45.61533,2.221238,,,,
"Lebanon",2001,40.48392,1.72598,45.46942,2.209341,,,,
"Lebanon",2002,40.37511,1.737269,45.32351,2.235575,,,,
"Lebanon",2003,40.2663,1.779949,45.1776,2.298635,,,,
"Lebanon",2004,40.15749,1.851851,45.03168,2.395615,,,,
"Lebanon",2005,40.04868,1.949746,44.88577,2.522605,,,,
"Lesotho",1986,56.32998,3.600173,64.6319,4.348996,,,,
"Lesotho",1987,55.65665,3.002946,64.31761,3.839371,,,,
"Lesotho",1988,56.06248,3.076726,64.50591,3.77123,,,,
"Lesotho",1989,56.4683,3.222228,64.69421,3.781909,,,,
"Lesotho",1990,56.87412,3.430338,64.8825,3.870756,,,,
"Lesotho",1991,57.27994,3.690479,65.0708,4.032609,,,,
"Lesotho",1992,57.68576,3.992494,65.25909,4.259151,,,,
"Lesotho",1993,58.09159,4.327624,65.44739,4.540712,,,,
"Lesotho",1994,59.15139,4.257011,66.902,4.658814,,,,
"Lesotho",1995,60.21119,4.336595,68.35661,4.925983,,,,
"Lesotho",1996,59.77061,3.94386,67.74971,4.423319,,,,
"Lesotho",1997,59.33003,3.8385,67.14281,4.208786,,,,
"Lesotho",1998,58.88945,4.043046,66.5359,4.325469,,,,
"Lesotho",1999,58.44888,4.515577,65.929,4.749018,,,,
"Lesotho",2000,55.50662,3.683265,62.6746,4.078804,,,,
"Lesotho",2001,52.56436,3.224568,59.42019,3.775036,,,,
"Lesotho",2002,49.62209,3.299186,56.16578,3.923764,,,,
"Lesotho",2003,47.76124,2.660673,54.73614,3.350668,,,,
"Liberia",2007,47.02076,3.735927,53.81047,4.275054,,,,
"Lithuania",1981,23.09058,2.307779,35.34327,3.777777,,,,
"Lithuania",1986,19.79956,1.7175,31.66735,2.81088,,,,
"Lithuania",1987,19.05683,1.353435,29.45006,2.277536,,,,
"Lithuania",1988,18.3141,1.071386,27.23276,1.842095,,,,
"Lithuania",1989,17.45678,1.154852,26.06341,1.6935,,,,
"Lithuania",1990,20.93831,.9591933,25.05367,2.000989,,,,
"Lithuania",1991,25.10623,.9126003,37.27726,3.160845,,,,
"Lithuania",1992,29.27414,.9935228,49.50086,5.16733,40.29207,5.788697,20.22672,4.728489
"Lithuania",1993,31.31348,.9254722,48.56068,4.035942,35.17513,4.345941,17.2472,3.385612
"Lithuania",1994,32.44749,.8465309,47.19459,3.47217,30.96896,3.994656,14.7471,2.814023
"Lithuania",1995,32.46782,.9341614,50.23492,3.772241,35.10107,3.791928,17.76711,3.079246
"Lithuania",1996,32.86329,.8484148,49.96921,3.184902,34.04468,3.180981,17.10592,2.533884
"Lithuania",1997,32.2286,.8546453,51.18368,3.224927,36.86156,2.941803,18.95508,2.559484
"Lithuania",1998,32.23932,.7741205,49.83578,2.988582,35.14915,2.844204,17.59645,2.385214
"Lithuania",1999,32.39969,.7720885,48.11187,3.119907,32.4581,3.238451,15.71218,2.512419
"Lithuania",2000,32.43467,.8290431,47.1534,3.264417,30.97708,3.643057,14.71873,2.641674
"Lithuania",2001,32.79367,.8625282,47.32964,3.261846,30.4817,3.534225,14.53597,2.604923
"Lithuania",2002,33.20158,.9719799,49.17619,3.461381,32.25647,3.457943,15.97461,2.707105
"Lithuania",2003,33.87684,1.012494,52.44944,3.54009,35.21767,3.098753,18.5726,2.751867
"Lithuania",2004,34.58551,1.107858,55.32041,3.980745,37.26353,3.314181,20.7349,3.160176
"Lithuania",2005,34.90136,1.149047,57.41084,4.349664,38.96677,3.48156,22.50948,3.499416
"Lithuania",2006,35.23515,1.13602,57.59774,4.388929,38.57446,3.596042,22.3626,3.544178
"Lithuania",2007,35.41088,1.174253,58.00426,4.303764,38.72364,3.361117,22.59339,3.414524
"Lithuania",2008,35.32849,1.073579,56.81988,3.755458,37.64683,2.928358,21.49139,2.919122
"Lithuania",2009,35.15009,1.153165,56.92754,3.270838,38.14618,2.200219,21.77746,2.372856
"Lithuania",2010,34.59786,1.08988,55.63592,2.828264,37.73613,1.851686,21.03806,1.976601
"Lithuania",2011,34.32331,1.179444,55.63654,2.68914,38.25172,1.593772,21.31323,1.771599
"Lithuania",2012,34.30505,1.181134,55.43037,2.757074,38.04145,1.924967,21.12531,1.95164
"Lithuania",2013,34.643,1.299513,55.86821,2.904374,37.91621,2.085298,21.2252,2.068855
"Luxembourg",1985,23.6945,.4106548,37.73104,.826316,37.18576,1.1374,14.03653,.6650063
"Luxembourg",1986,24.13018,.5056668,38.40191,.9594635,37.14471,1.312393,14.27173,.7689934
"Luxembourg",1987,24.01596,.4902056,38.16167,.9108357,37.05295,1.130241,14.14571,.6772928
"Luxembourg",1988,23.90174,.5005501,37.92143,.8886836,36.95834,1.042048,14.01969,.6245089
"Luxembourg",1989,23.78753,.5352064,37.68119,.8949756,36.86077,1.076609,13.89367,.620652
"Luxembourg",1990,23.67331,.5899048,37.44096,.9291333,36.76014,1.228544,13.76765,.6665717
